"CountyFIPS","County","State","Population"
18127,"Porter County","Indiana",170389
18129,"Posey County","Indiana",25427
18131,"Pulaski County","Indiana",12353
18133,"Putnam County","Indiana",37576
18135,"Randolph County","Indiana",24665
18137,"Ripley County","Indiana",28324
18139,"Rush County","Indiana",16581
18141,"St. Joseph County","Indiana",271826
18143,"Scott County","Indiana",23873
18145,"Shelby County","Indiana",44729
18147,"Spencer County","Indiana",20277
18149,"Starke County","Indiana",22995
18151,"Steuben County","Indiana",34594
18153,"Sullivan County","Indiana",20669
18155,"Switzerland County","Indiana",10751
18157,"Tippecanoe County","Indiana",195732
18159,"Tipton County","Indiana",15148
18161,"Union County","Indiana",7054
18163,"Vanderburgh County","Indiana",181451
18165,"Vermillion County","Indiana",15498
18167,"Vigo County","Indiana",107038
18169,"Wabash County","Indiana",30996
18171,"Warren County","Indiana",8265
18173,"Warrick County","Indiana",62998
18175,"Washington County","Indiana",28036
18177,"Wayne County","Indiana",65884
18179,"Wells County","Indiana",28296
18181,"White County","Indiana",24102
18183,"Whitley County","Indiana",33964
19000,"Iowa","Iowa",0
19001,"Adair County","Iowa",7152
19003,"Adams County","Iowa",3602
19005,"Allamakee County","Iowa",13687
19007,"Appanoose County","Iowa",12426
19009,"Audubon County","Iowa",5496
19011,"Benton County","Iowa",25645
19013,"Black Hawk County","Iowa",131228
19015,"Boone County","Iowa",26234
19017,"Bremer County","Iowa",25062
19019,"Buchanan County","Iowa",21175
19021,"Buena Vista County","Iowa",19620
19023,"Butler County","Iowa",14439
19025,"Calhoun County","Iowa",9668
19027,"Carroll County","Iowa",20165
19029,"Cass County","Iowa",12836
19031,"Cedar County","Iowa",18627
19033,"Cerro Gordo County","Iowa",42450
19035,"Cherokee County","Iowa",11235
19037,"Chickasaw County","Iowa",11933
19039,"Clarke County","Iowa",9395
19041,"Clay County","Iowa",16016
19043,"Clayton County","Iowa",17549
19045,"Clinton County","Iowa",46429
19047,"Crawford County","Iowa",16820
19049,"Dallas County","Iowa",93453
19051,"Davis County","Iowa",9000
19053,"Decatur County","Iowa",7870
19055,"Delaware County","Iowa",17011
19057,"Des Moines County","Iowa",38967
19059,"Dickinson County","Iowa",17258
19061,"Dubuque County","Iowa",97311
19063,"Emmet County","Iowa",9208
19065,"Fayette County","Iowa",19650
19067,"Floyd County","Iowa",15642
19069,"Franklin County","Iowa",10070
19071,"Fremont County","Iowa",6960
19073,"Greene County","Iowa",8888
19075,"Grundy County","Iowa",12232
19077,"Guthrie County","Iowa",10689
19079,"Hamilton County","Iowa",14773
19081,"Hancock County","Iowa",10630
19083,"Hardin County","Iowa",16846
19085,"Harrison County","Iowa",14049
19087,"Henry County","Iowa",19954
19089,"Howard County","Iowa",9158
19091,"Humboldt County","Iowa",9558
19093,"Ida County","Iowa",6860
19095,"Iowa County","Iowa",16184
19097,"Jackson County","Iowa",19439
19099,"Jasper County","Iowa",37185
19101,"Jefferson County","Iowa",18295
19103,"Johnson County","Iowa",151140
19105,"Jones County","Iowa",20681
19107,"Keokuk County","Iowa",10246
19109,"Kossuth County","Iowa",14813
19111,"Lee County","Iowa",33657
19113,"Linn County","Iowa",226706
19115,"Louisa County","Iowa",11035
19117,"Lucas County","Iowa",8600
19119,"Lyon County","Iowa",11755
19121,"Madison County","Iowa",16338
19123,"Mahaska County","Iowa",22095
19125,"Marion County","Iowa",33253
19127,"Marshall County","Iowa",39369
19129,"Mills County","Iowa",15109
19131,"Mitchell County","Iowa",10586
19133,"Monona County","Iowa",8615
19135,"Monroe County","Iowa",7707
19137,"Montgomery County","Iowa",9917
19139,"Muscatine County","Iowa",42664
19141,"O'Brien County","Iowa",13753
19143,"Osceola County","Iowa",5958
19145,"Page County","Iowa",15107
19147,"Palo Alto County","Iowa",8886
19149,"Plymouth County","Iowa",25177
19151,"Pocahontas County","Iowa",6619
19153,"Polk County","Iowa",490161
19155,"Pottawattamie County","Iowa",93206
19157,"Poweshiek County","Iowa",18504
19159,"Ringgold County","Iowa",4894
19161,"Sac County","Iowa",9721
19163,"Scott County","Iowa",172943
19165,"Shelby County","Iowa",11454
19167,"Sioux County","Iowa",34855
19169,"Story County","Iowa",97117
19171,"Tama County","Iowa",16854
19173,"Taylor County","Iowa",6121
19175,"Union County","Iowa",12241
19177,"Van Buren County","Iowa",7044
19179,"Wapello County","Iowa",34969
19181,"Warren County","Iowa",51466
19183,"Washington County","Iowa",21965
19185,"Wayne County","Iowa",6441
19187,"Webster County","Iowa",35904
19189,"Winnebago County","Iowa",10354
19191,"Winneshiek County","Iowa",19991
19193,"Woodbury County","Iowa",103107
19195,"Worth County","Iowa",7381
19197,"Wright County","Iowa",12562
20000,"Kansas","Kansas",0
20001,"Allen County","Kansas",12369
20003,"Anderson County","Kansas",7858
20005,"Atchison County","Kansas",16073
20007,"Barber County","Kansas",4427
20009,"Barton County","Kansas",25779
20011,"Bourbon County","Kansas",14534
20013,"Brown County","Kansas",9564
20015,"Butler County","Kansas",66911
20017,"Chase County","Kansas",2648
20019,"Chautauqua County","Kansas",3250
20021,"Cherokee County","Kansas",19939
20023,"Cheyenne County","Kansas",2657
20025,"Clark County","Kansas",1994
20027,"Clay County","Kansas",8002
20029,"Cloud County","Kansas",8786
20031,"Coffey County","Kansas",8179
20033,"Comanche County","Kansas",1700
20035,"Cowley County","Kansas",34908
20037,"Crawford County","Kansas",38818
20039,"Decatur County","Kansas",2827
20041,"Dickinson County","Kansas",18466
20043,"Doniphan County","Kansas",7600
20045,"Douglas County","Kansas",122259
20047,"Edwards County","Kansas",2798
20049,"Elk County","Kansas",2530
20051,"Ellis County","Kansas",28553
20053,"Ellsworth County","Kansas",6102
20055,"Finney County","Kansas",36467
20057,"Ford County","Kansas",33619
20059,"Franklin County","Kansas",25544
20061,"Geary County","Kansas",31670
20063,"Gove County","Kansas",2636
20065,"Graham County","Kansas",2482
20067,"Grant County","Kansas",7150
20069,"Gray County","Kansas",5988
20071,"Greeley County","Kansas",1232
20073,"Greenwood County","Kansas",5982
20075,"Hamilton County","Kansas",2539
20077,"Harper County","Kansas",5436
20079,"Harvey County","Kansas",34429
20081,"Haskell County","Kansas",3968
20083,"Hodgeman County","Kansas",1794
20085,"Jackson County","Kansas",13171
20087,"Jefferson County","Kansas",19043
20089,"Jewell County","Kansas",2879
20091,"Johnson County","Kansas",602401
20093,"Kearny County","Kansas",3838
20095,"Kingman County","Kansas",7152
20097,"Kiowa County","Kansas",2475
20099,"Labette County","Kansas",19618
20101,"Lane County","Kansas",1535
20103,"Leavenworth County","Kansas",81758
20105,"Lincoln County","Kansas",2962
20107,"Linn County","Kansas",9703
20109,"Logan County","Kansas",2794
20111,"Lyon County","Kansas",33195
20113,"McPherson County","Kansas",28542
20115,"Marion County","Kansas",11884
20117,"Marshall County","Kansas",9707
20119,"Meade County","Kansas",4033
20121,"Miami County","Kansas",34237
20123,"Mitchell County","Kansas",5979
20125,"Montgomery County","Kansas",31829
20127,"Morris County","Kansas",5620
20129,"Morton County","Kansas",2587
20131,"Nemaha County","Kansas",10231
20133,"Neosho County","Kansas",16007
20135,"Ness County","Kansas",2750
20137,"Norton County","Kansas",5361
20139,"Osage County","Kansas",15949
20141,"Osborne County","Kansas",3421
20143,"Ottawa County","Kansas",5704
20145,"Pawnee County","Kansas",6414
20147,"Phillips County","Kansas",5234
20149,"Pottawatomie County","Kansas",24383
20151,"Pratt County","Kansas",9164
20153,"Rawlins County","Kansas",2530
20155,"Reno County","Kansas",61998
20157,"Republic County","Kansas",4636
20159,"Rice County","Kansas",9537
20161,"Riley County","Kansas",74232
20163,"Rooks County","Kansas",4920
20165,"Rush County","Kansas",3036
20167,"Russell County","Kansas",6856
20169,"Saline County","Kansas",54224
20171,"Scott County","Kansas",4823
20173,"Sedgwick County","Kansas",516042
20175,"Seward County","Kansas",21428
20177,"Shawnee County","Kansas",176875
20179,"Sheridan County","Kansas",2521
20181,"Sherman County","Kansas",5917
20183,"Smith County","Kansas",3583
20185,"Stafford County","Kansas",4156
20187,"Stanton County","Kansas",2006
20189,"Stevens County","Kansas",5485
20191,"Sumner County","Kansas",22836
20193,"Thomas County","Kansas",7777
20195,"Trego County","Kansas",2803
20197,"Wabaunsee County","Kansas",6931
20199,"Wallace County","Kansas",1518
20201,"Washington County","Kansas",5406
20203,"Wichita County","Kansas",2119
20205,"Wilson County","Kansas",8525
20207,"Woodson County","Kansas",3138
20209,"Wyandotte County","Kansas",165429
21000,"Kentucky","Kentucky",0
21001,"Adair County","Kentucky",19202
21003,"Allen County","Kentucky",21315
21005,"Anderson County","Kentucky",22747
21007,"Ballard County","Kentucky",7888
21009,"Barren County","Kentucky",44249
21011,"Bath County","Kentucky",12500
21013,"Bell County","Kentucky",26032
21015,"Boone County","Kentucky",133581
21017,"Bourbon County","Kentucky",19788
21019,"Boyd County","Kentucky",46718
21021,"Boyle County","Kentucky",30060
21023,"Bracken County","Kentucky",8303
21025,"Breathitt County","Kentucky",12630
21027,"Breckinridge County","Kentucky",20477
21029,"Bullitt County","Kentucky",81676
21031,"Butler County","Kentucky",12879
21033,"Caldwell County","Kentucky",12747
21035,"Calloway County","Kentucky",39001
21037,"Campbell County","Kentucky",93584
21039,"Carlisle County","Kentucky",4760
21041,"Carroll County","Kentucky",10631
21043,"Carter County","Kentucky",26797
21045,"Casey County","Kentucky",16159
21047,"Christian County","Kentucky",70461
21049,"Clark County","Kentucky",36263
21051,"Clay County","Kentucky",19901
21053,"Clinton County","Kentucky",10218
21055,"Crittenden County","Kentucky",8806
21057,"Cumberland County","Kentucky",6614
21059,"Daviess County","Kentucky",101511
21061,"Edmonson County","Kentucky",12150
21063,"Elliott County","Kentucky",7517
21065,"Estill County","Kentucky",14106
21067,"Fayette County","Kentucky",323152
21069,"Fleming County","Kentucky",14581
21071,"Floyd County","Kentucky",35589
21073,"Franklin County","Kentucky",50991
21075,"Fulton County","Kentucky",5969
21077,"Gallatin County","Kentucky",8869
21079,"Garrard County","Kentucky",17666
21081,"Grant County","Kentucky",25069
21083,"Graves County","Kentucky",37266
21085,"Grayson County","Kentucky",26427
21087,"Green County","Kentucky",10941
21089,"Greenup County","Kentucky",35098
21091,"Hancock County","Kentucky",8722
21093,"Hardin County","Kentucky",110958
21095,"Harlan County","Kentucky",26010
21097,"Harrison County","Kentucky",18886
21099,"Hart County","Kentucky",19035
21101,"Henderson County","Kentucky",45210
21103,"Henry County","Kentucky",16126
21105,"Hickman County","Kentucky",4380
21107,"Hopkins County","Kentucky",44686
21109,"Jackson County","Kentucky",13329
21111,"Jefferson County","Kentucky",766757
21113,"Jessamine County","Kentucky",54115
21115,"Johnson County","Kentucky",22188
21117,"Kenton County","Kentucky",166998
21119,"Knott County","Kentucky",14806
21121,"Knox County","Kentucky",31145
21123,"Larue County","Kentucky",14398
21125,"Laurel County","Kentucky",60813
21127,"Lawrence County","Kentucky",15317
21129,"Lee County","Kentucky",7403
21131,"Leslie County","Kentucky",9877
21133,"Letcher County","Kentucky",21553
21135,"Lewis County","Kentucky",13275
21137,"Lincoln County","Kentucky",24549
21139,"Livingston County","Kentucky",9194
21141,"Logan County","Kentucky",27102
21143,"Lyon County","Kentucky",8210
21145,"McCracken County","Kentucky",65418
21147,"McCreary County","Kentucky",17231
21149,"McLean County","Kentucky",9207
21151,"Madison County","Kentucky",92987
21153,"Magoffin County","Kentucky",12161
21155,"Marion County","Kentucky",19273
21157,"Marshall County","Kentucky",31100
21159,"Martin County","Kentucky",11195
21161,"Mason County","Kentucky",17070
21163,"Meade County","Kentucky",28572
21165,"Menifee County","Kentucky",6489
21167,"Mercer County","Kentucky",21933
21169,"Metcalfe County","Kentucky",10071
21171,"Monroe County","Kentucky",10650
21173,"Montgomery County","Kentucky",28157
21175,"Morgan County","Kentucky",13309
21177,"Muhlenberg County","Kentucky",30622
21179,"Nelson County","Kentucky",46233
21181,"Nicholas County","Kentucky",7269
21183,"Ohio County","Kentucky",23994
21185,"Oldham County","Kentucky",66799
21187,"Owen County","Kentucky",10901
21189,"Owsley County","Kentucky",4415
21191,"Pendleton County","Kentucky",14590
21193,"Perry County","Kentucky",25758
21195,"Pike County","Kentucky",57876
21197,"Powell County","Kentucky",12359
21199,"Pulaski County","Kentucky",64979
21201,"Robertson County","Kentucky",2108
21203,"Rockcastle County","Kentucky",16695
21205,"Rowan County","Kentucky",24460
21207,"Russell County","Kentucky",17923
21209,"Scott County","Kentucky",57004
21211,"Shelby County","Kentucky",49024
21213,"Simpson County","Kentucky",18572
21215,"Spencer County","Kentucky",19351
21217,"Taylor County","Kentucky",25769
21219,"Todd County","Kentucky",12294
21221,"Trigg County","Kentucky",14651
21223,"Trimble County","Kentucky",8471
21225,"Union County","Kentucky",14381
21227,"Warren County","Kentucky",132896
21229,"Washington County","Kentucky",12095
21231,"Wayne County","Kentucky",20333
21233,"Webster County","Kentucky",12942
21235,"Whitley County","Kentucky",36264
21237,"Wolfe County","Kentucky",7157
21239,"Woodford County","Kentucky",26734
22000,"Louisiana","Louisiana",0
22001,"Acadia Parish","Louisiana",62045
22003,"Allen Parish","Louisiana",25627
22005,"Ascension Parish","Louisiana",126604
22007,"Assumption Parish","Louisiana",21891
22009,"Avoyelles Parish","Louisiana",40144
22011,"Beauregard Parish","Louisiana",37497
22013,"Bienville Parish","Louisiana",13241
22015,"Bossier Parish","Louisiana",127039
22017,"Caddo Parish","Louisiana",240204
22019,"Calcasieu Parish","Louisiana",203436
22021,"Caldwell Parish","Louisiana",9918
22023,"Cameron Parish","Louisiana",6973
22025,"Catahoula Parish","Louisiana",9494
22027,"Claiborne Parish","Louisiana",15670
22029,"Concordia Parish","Louisiana",19259
22031,"De Soto Parish","Louisiana",27463
22033,"East Baton Rouge Parish","Louisiana",440059
22035,"East Carroll Parish","Louisiana",6861
22037,"East Feliciana Parish","Louisiana",19135
22039,"Evangeline Parish","Louisiana",33395
22041,"Franklin Parish","Louisiana",20015
22043,"Grant Parish","Louisiana",22389
22045,"Iberia Parish","Louisiana",69830
22047,"Iberville Parish","Louisiana",32511
22049,"Jackson Parish","Louisiana",15744
22051,"Jefferson Parish","Louisiana",432493
22053,"Jefferson Davis Parish","Louisiana",31368
22055,"Lafayette Parish","Louisiana",244390
22057,"Lafourche Parish","Louisiana",97614
22059,"LaSalle Parish","Louisiana",14892
22061,"Lincoln Parish","Louisiana",46742
22063,"Livingston Parish","Louisiana",140789
22065,"Madison Parish","Louisiana",10951
22067,"Morehouse Parish","Louisiana",24874
22069,"Natchitoches Parish","Louisiana",38158
22071,"Orleans Parish","Louisiana",390144
22073,"Ouachita Parish","Louisiana",153279
22075,"Plaquemines Parish","Louisiana",23197
22077,"Pointe Coupee Parish","Louisiana",21730
22079,"Rapides Parish","Louisiana",129648
22081,"Red River Parish","Louisiana",8442
22083,"Richland Parish","Louisiana",20122
22085,"Sabine Parish","Louisiana",23884
22087,"St. Bernard Parish","Louisiana",47244
22089,"St. Charles Parish","Louisiana",53100
22091,"St. Helena Parish","Louisiana",10132
22093,"St. James Parish","Louisiana",21096
22095,"St. John the Baptist Parish","Louisiana",42837
22097,"St. Landry Parish","Louisiana",82124
22099,"St. Martin Parish","Louisiana",53431
22101,"St. Mary Parish","Louisiana",49348
22103,"St. Tammany Parish","Louisiana",260419
22105,"Tangipahoa Parish","Louisiana",134758
22107,"Tensas Parish","Louisiana",4334
22109,"Terrebonne Parish","Louisiana",110461
22111,"Union Parish","Louisiana",22108
22113,"Vermilion Parish","Louisiana",59511
22115,"Vernon Parish","Louisiana",47429
22117,"Washington Parish","Louisiana",46194
22119,"Webster Parish","Louisiana",38340
22121,"West Baton Rouge Parish","Louisiana",26465
22123,"West Carroll Parish","Louisiana",10830
22125,"West Feliciana Parish","Louisiana",15568
22127,"Winn Parish","Louisiana",13904
23000,"Maine","Maine",0
23001,"Androscoggin County","Maine",108277
23003,"Aroostook County","Maine",67055
23005,"Cumberland County","Maine",295003
23007,"Franklin County","Maine",30199
23009,"Hancock County","Maine",54987
23011,"Kennebec County","Maine",122302
23013,"Knox County","Maine",39772
23015,"Lincoln County","Maine",34634
23017,"Oxford County","Maine",57975
23019,"Penobscot County","Maine",152148
23021,"Piscataquis County","Maine",16785
23023,"Sagadahoc County","Maine",35856
23025,"Somerset County","Maine",50484
23027,"Waldo County","Maine",39715
23029,"Washington County","Maine",31379
23031,"York County","Maine",207641
24000,"Maryland","Maryland",0
24001,"Allegany County","Maryland",70416
24003,"Anne Arundel County","Maryland",579234
24005,"Baltimore County","Maryland",827370
24009,"Calvert County","Maryland",92525
24011,"Caroline County","Maryland",33406
24013,"Carroll County","Maryland",168447
24015,"Cecil County","Maryland",102855
24017,"Charles County","Maryland",163257
24019,"Dorchester County","Maryland",31929
24021,"Frederick County","Maryland",259547
24023,"Garrett County","Maryland",29014
24025,"Harford County","Maryland",255441
24027,"Howard County","Maryland",325690
24029,"Kent County","Maryland",19422
24031,"Montgomery County","Maryland",1050688
24033,"Prince George's County","Maryland",909327
24035,"Queen Anne's County","Maryland",50381
24037,"St. Mary's County","Maryland",113510
24039,"Somerset County","Maryland",25616
24041,"Talbot County","Maryland",37181
24043,"Washington County","Maryland",151049
24045,"Wicomico County","Maryland",103609
24047,"Worcester County","Maryland",52276
24510,"Baltimore city","Maryland",593490
25000,"Massachusetts","Massachusetts",0
25001,"Barnstable County","Massachusetts",212990
25003,"Berkshire County","Massachusetts",124944
25005,"Bristol County","Massachusetts",565217
25007,"Dukes County","Massachusetts",17332
25009,"Essex County","Massachusetts",789034
25011,"Franklin County","Massachusetts",70180
25013,"Hampden County","Massachusetts",466372
25015,"Hampshire County","Massachusetts",160830
25017,"Middlesex County","Massachusetts",1611699
25019,"Nantucket County","Massachusetts",11399
25021,"Norfolk County","Massachusetts",706775
25023,"Plymouth County","Massachusetts",521202
25025,"Suffolk County","Massachusetts",803907
25027,"Worcester County","Massachusetts",830622
26000,"Michigan","Michigan",0
26001,"Alcona County","Michigan",10405
26003,"Alger County","Michigan",9108
26005,"Allegan County","Michigan",118081
26007,"Alpena County","Michigan",28405
26009,"Antrim County","Michigan",23324
26011,"Arenac County","Michigan",14883
26013,"Baraga County","Michigan",8209
26015,"Barry County","Michigan",61550
26017,"Bay County","Michigan",103126
26019,"Benzie County","Michigan",17766
26021,"Berrien County","Michigan",153401
26023,"Branch County","Michigan",43517
26025,"Calhoun County","Michigan",134159
26027,"Cass County","Michigan",51787
26029,"Charlevoix County","Michigan",26143
26031,"Cheboygan County","Michigan",25276
26033,"Chippewa County","Michigan",37349
26035,"Clare County","Michigan",30950
26037,"Clinton County","Michigan",79595
26039,"Crawford County","Michigan",14029
26041,"Delta County","Michigan",35784
26043,"Dickinson County","Michigan",25239
26045,"Eaton County","Michigan",110268
26047,"Emmet County","Michigan",33415
26049,"Genesee County","Michigan",405813
26051,"Gladwin County","Michigan",25449
26053,"Gogebic County","Michigan",13975
26055,"Grand Traverse County","Michigan",93088
26057,"Gratiot County","Michigan",40711
26059,"Hillsdale County","Michigan",45605
26061,"Houghton County","Michigan",35684
26063,"Huron County","Michigan",30981
26065,"Ingham County","Michigan",292406
26067,"Ionia County","Michigan",64697
26069,"Iosco County","Michigan",25127
26071,"Iron County","Michigan",11066
26073,"Isabella County","Michigan",69872
26075,"Jackson County","Michigan",158510
26077,"Kalamazoo County","Michigan",265066
26079,"Kalkaska County","Michigan",18038
26081,"Kent County","Michigan",656955
26083,"Keweenaw County","Michigan",2116
26085,"Lake County","Michigan",11853
26087,"Lapeer County","Michigan",87607
26089,"Leelanau County","Michigan",21761
26091,"Lenawee County","Michigan",98451
26093,"Livingston County","Michigan",191995
26095,"Luce County","Michigan",6229
26097,"Mackinac County","Michigan",10799
26099,"Macomb County","Michigan",873972
26101,"Manistee County","Michigan",24558
26103,"Marquette County","Michigan",66699
26105,"Mason County","Michigan",29144
26107,"Mecosta County","Michigan",43453
26109,"Menominee County","Michigan",22780
26111,"Midland County","Michigan",83156
26113,"Missaukee County","Michigan",15118
26115,"Monroe County","Michigan",150500
26117,"Montcalm County","Michigan",63888
26119,"Montmorency County","Michigan",9328
26121,"Muskegon County","Michigan",173566
26123,"Newaygo County","Michigan",48980
26125,"Oakland County","Michigan",1257584
26127,"Oceana County","Michigan",26467
26129,"Ogemaw County","Michigan",20997
26131,"Ontonagon County","Michigan",5720
26133,"Osceola County","Michigan",23460
26135,"Oscoda County","Michigan",8241
26137,"Otsego County","Michigan",24668
26139,"Ottawa County","Michigan",291830
26141,"Presque Isle County","Michigan",12592
26143,"Roscommon County","Michigan",24019
26145,"Saginaw County","Michigan",190539
26147,"St. Clair County","Michigan",159128
26149,"St. Joseph County","Michigan",60964
26151,"Sanilac County","Michigan",41170
26153,"Schoolcraft County","Michigan",8094
26155,"Shiawassee County","Michigan",68122
26157,"Tuscola County","Michigan",52245
26159,"Van Buren County","Michigan",75677
26161,"Washtenaw County","Michigan",367601
26163,"Wayne County","Michigan",1749343
26165,"Wexford County","Michigan",33631
27000,"Minnesota","Minnesota",0
27001,"Aitkin County","Minnesota",15886
27003,"Anoka County","Minnesota",356921
27005,"Becker County","Minnesota",34423
27007,"Beltrami County","Minnesota",47188
27009,"Benton County","Minnesota",40889
27011,"Big Stone County","Minnesota",4991
27013,"Blue Earth County","Minnesota",67653
27015,"Brown County","Minnesota",25008
27017,"Carlton County","Minnesota",35871
27019,"Carver County","Minnesota",105089
27021,"Cass County","Minnesota",29779
27023,"Chippewa County","Minnesota",11800
27025,"Chisago County","Minnesota",56579
27027,"Clay County","Minnesota",64222
27029,"Clearwater County","Minnesota",8818
27031,"Cook County","Minnesota",5463
27033,"Cottonwood County","Minnesota",11196
27035,"Crow Wing County","Minnesota",65055
27037,"Dakota County","Minnesota",429021
27039,"Dodge County","Minnesota",20934
27041,"Douglas County","Minnesota",38141
27043,"Faribault County","Minnesota",13653
27045,"Fillmore County","Minnesota",21067
27047,"Freeborn County","Minnesota",30281
27049,"Goodhue County","Minnesota",46340
27051,"Grant County","Minnesota",5972
27053,"Hennepin County","Minnesota",1265843
27055,"Houston County","Minnesota",18600
27057,"Hubbard County","Minnesota",21491
27059,"Isanti County","Minnesota",40596
27061,"Itasca County","Minnesota",45130
27063,"Jackson County","Minnesota",9846
27065,"Kanabec County","Minnesota",16337
27067,"Kandiyohi County","Minnesota",43199
27069,"Kittson County","Minnesota",4298
27071,"Koochiching County","Minnesota",12229
27073,"Lac qui Parle County","Minnesota",6623
27075,"Lake County","Minnesota",10641
27077,"Lake of the Woods County","Minnesota",3740
27079,"Le Sueur County","Minnesota",28887
27081,"Lincoln County","Minnesota",5639
27083,"Lyon County","Minnesota",25474
27085,"McLeod County","Minnesota",35893
27087,"Mahnomen County","Minnesota",5527
27089,"Marshall County","Minnesota",9336
27091,"Martin County","Minnesota",19683
27093,"Meeker County","Minnesota",23222
27095,"Mille Lacs County","Minnesota",26277
27097,"Morrison County","Minnesota",33386
27099,"Mower County","Minnesota",40062
27101,"Murray County","Minnesota",8194
27103,"Nicollet County","Minnesota",34274
27105,"Nobles County","Minnesota",21629
27107,"Norman County","Minnesota",6375
27109,"Olmsted County","Minnesota",158293
27111,"Otter Tail County","Minnesota",58746
27113,"Pennington County","Minnesota",14119
27115,"Pine County","Minnesota",29579
27117,"Pipestone County","Minnesota",9126
27119,"Polk County","Minnesota",31364
27121,"Pope County","Minnesota",11249
27123,"Ramsey County","Minnesota",550321
27125,"Red Lake County","Minnesota",4055
27127,"Redwood County","Minnesota",15170
27129,"Renville County","Minnesota",14548
27131,"Rice County","Minnesota",66972
27133,"Rock County","Minnesota",9315
27135,"Roseau County","Minnesota",15165
27137,"St. Louis County","Minnesota",199070
27139,"Scott County","Minnesota",149013
27141,"Sherburne County","Minnesota",97238
27143,"Sibley County","Minnesota",14865
27145,"Stearns County","Minnesota",161075
27147,"Steele County","Minnesota",36649
27149,"Stevens County","Minnesota",9805
27151,"Swift County","Minnesota",9266
27153,"Todd County","Minnesota",24664
27155,"Traverse County","Minnesota",3259
27157,"Wabasha County","Minnesota",21627
27159,"Wadena County","Minnesota",13682
27161,"Waseca County","Minnesota",18612
27163,"Washington County","Minnesota",262440
27165,"Watonwan County","Minnesota",10897
27167,"Wilkin County","Minnesota",6207
27169,"Winona County","Minnesota",50484
27171,"Wright County","Minnesota",138377
27173,"Yellow Medicine County","Minnesota",9709
28000,"Mississippi","Mississippi",0
28001,"Adams County","Mississippi",30693
28003,"Alcorn County","Mississippi",36953
28005,"Amite County","Mississippi",12297
28007,"Attala County","Mississippi",18174
28009,"Benton County","Mississippi",8259
28011,"Bolivar County","Mississippi",30628
28013,"Calhoun County","Mississippi",14361
28015,"Carroll County","Mississippi",9947
28017,"Chickasaw County","Mississippi",17103
28019,"Choctaw County","Mississippi",8210
28021,"Claiborne County","Mississippi",8988
28023,"Clarke County","Mississippi",15541
28025,"Clay County","Mississippi",19316
28027,"Coahoma County","Mississippi",22124
28029,"Copiah County","Mississippi",28065
28031,"Covington County","Mississippi",18636
28033,"DeSoto County","Mississippi",184945
28035,"Forrest County","Mississippi",74897
28037,"Franklin County","Mississippi",7713
28039,"George County","Mississippi",24500
28041,"Greene County","Mississippi",13586
28043,"Grenada County","Mississippi",20758
28045,"Hancock County","Mississippi",47632
28047,"Harrison County","Mississippi",208080
28049,"Hinds County","Mississippi",231840
28051,"Holmes County","Mississippi",17010
28053,"Humphreys County","Mississippi",8064
28055,"Issaquena County","Mississippi",1327
28057,"Itawamba County","Mississippi",23390
28059,"Jackson County","Mississippi",143617
28061,"Jasper County","Mississippi",16383
28063,"Jefferson County","Mississippi",6990
28065,"Jefferson Davis County","Mississippi",11128
28067,"Jones County","Mississippi",68098
28069,"Kemper County","Mississippi",9742
28071,"Lafayette County","Mississippi",54019
28073,"Lamar County","Mississippi",63343
28075,"Lauderdale County","Mississippi",74125
28077,"Lawrence County","Mississippi",12586
28079,"Leake County","Mississippi",22786
28081,"Lee County","Mississippi",85436
28083,"Leflore County","Mississippi",28183
28085,"Lincoln County","Mississippi",34153
28087,"Lowndes County","Mississippi",58595
28089,"Madison County","Mississippi",106272
28091,"Marion County","Mississippi",24573
28093,"Marshall County","Mississippi",35294
28095,"Monroe County","Mississippi",35252
28097,"Montgomery County","Mississippi",9775
28099,"Neshoba County","Mississippi",29118
28101,"Newton County","Mississippi",21018
28103,"Noxubee County","Mississippi",10417
28105,"Oktibbeha County","Mississippi",49587
28107,"Panola County","Mississippi",34192
28109,"Pearl River County","Mississippi",55535
28111,"Perry County","Mississippi",11973
28113,"Pike County","Mississippi",39288
28115,"Pontotoc County","Mississippi",32174
28117,"Prentiss County","Mississippi",25126
28119,"Quitman County","Mississippi",6792
28121,"Rankin County","Mississippi",155271
28123,"Scott County","Mississippi",28124
28125,"Sharkey County","Mississippi",4321
28127,"Simpson County","Mississippi",26658
28129,"Smith County","Mississippi",15916
28131,"Stone County","Mississippi",18336
28133,"Sunflower County","Mississippi",25110
28135,"Tallahatchie County","Mississippi",13809
28137,"Tate County","Mississippi",28321
28139,"Tippah County","Mississippi",22015
28141,"Tishomingo County","Mississippi",19383
28143,"Tunica County","Mississippi",9632
28145,"Union County","Mississippi",28815
28147,"Walthall County","Mississippi",14286
28149,"Warren County","Mississippi",45381
28151,"Washington County","Mississippi",43909
28153,"Wayne County","Mississippi",20183
28155,"Webster County","Mississippi",9689
28157,"Wilkinson County","Mississippi",8630
28159,"Winston County","Mississippi",17955
28161,"Yalobusha County","Mississippi",12108
28163,"Yazoo County","Mississippi",29690
29000,"Missouri","Missouri",0
29001,"Adair County","Missouri",25343
29003,"Andrew County","Missouri",17712
29005,"Atchison County","Missouri",5143
29007,"Audrain County","Missouri",25388
29009,"Barry County","Missouri",35789
29011,"Barton County","Missouri",11754
29013,"Bates County","Missouri",16172
