"FIPS","Name","LONGITUDE","LATITUDE","LONGITUDE.1","LATITUDE.1"
5011,"Bradley County",-92.103312,33.569321,733989.962617101,-1234897.49531942
5013,"Calhoun County",-92.495555,33.591116,697460.396641899,-1235787.22214533
5015,"Carroll County",-93.570816,36.373069,576555.448270869,-936331.190178281
5017,"Chicot County",-91.318378,33.32186,809138.729322142,-1255095.45998514
5019,"Clark County",-93.124856,34.094705,635103.408003625,-1185095.38600204
5021,"Clay County",-90.372418,36.370695,862121.66664432,-909228.154925992
5023,"Cleburne County",-92.037481,35.510232,721880.903539848,-1019957.12083841
5025,"Cleveland County",-92.139146,33.914989,727511.15702905,-1197046.35962398
5027,"Columbia County",-93.247459,33.258045,630370.05020416,-1278417.79416346
5029,"Conway County",-92.70416,35.214487,664209.301830824,-1058115.96984987
5031,"Craighead County",-90.669325,35.835235,841704.446791763,-971367.291168939
5033,"Crawford County",-94.28436,35.496882,518728.645354096,-1037938.06122619
5035,"Crittenden County",-90.217261,35.17736,889962.65503556,-1039352.00586557
5037,"Cross County",-90.775307,35.252833,838622.199159106,-1036730.10058812
5039,"Dallas County",-92.527123,33.869213,692119.575713935,-1205338.42802822
5041,"Desha County",-91.417485,33.773838,795444.233238821,-1206166.05017561
5043,"Drew County",-91.781779,33.6274,763210.91250342,-1225661.24202744
5045,"Faulkner County",-92.405359,35.104918,692313.931157573,-1067830.59211922
5047,"Franklin County",-93.885464,35.446102,555226.935807264,-1041021.63348353
5049,"Fulton County",-91.764934,36.376787,737898.379905732,-921807.737295287
5051,"Garland County",-93.081852,34.505811,635727.471528367,-1139346.0017927
5053,"Grant County",-92.412714,34.309174,698777.731875872,-1155811.37571131
5055,"Greene County",-90.523016,36.07312,852118.757471651,-943625.620042071
5057,"Hempstead County",-93.623587,33.699647,592079.492141343,-1232339.39000785
5059,"Hot Spring County",-92.894595,34.353464,654159.29052626,-1154758.01796214
5061,"Howard County",-93.910184,33.983198,563513.16490616,-1202952.34616828
5063,"Independence County",-91.607539,35.749801,758295.277123059,-989710.246618013
5065,"Izard County",-91.908429,36.120217,727602.907358938,-951422.237337714
5067,"Jackson County",-91.246233,35.621102,792151.064880505,-1000608.57758525
5069,"Jefferson County",-92.041179,34.233473,733581.989978553,-1161038.24333785
5071,"Johnson County",-93.475517,35.475272,592136.188920372,-1035010.9791087
5073,"Lafayette County",-93.557538,33.287629,601272.382352957,-1277388.5505466
5075,"Lawrence County",-91.065733,36.070224,803584.447537593,-949283.417561937
5077,"Lee County",-90.774516,34.785214,843814.745008565,-1088341.32707754
5079,"Lincoln County",-91.746234,33.975379,763156.271091188,-1186935.43703391
5081,"Little River County",-94.195995,33.700518,539028.828490647,-1236043.80218831
5083,"Logan County",-93.768119,35.227532,567484.338367779,-1064421.68489964
5085,"Lonoke County",-91.970577,34.905178,733709.025414626,-1086237.71076899
5087,"Madison County",-93.755297,36.061309,562405.379739065,-972083.911444187
5089,"Marion County",-92.663368,36.28457,658481.914390046,-939463.606075086
5091,"Miller County",-93.987504,33.400831,560441.856561424,-1267812.03954509
5093,"Mississippi County",-89.999037,35.84288,901740.132563444,-963587.313915211
5095,"Monroe County",-91.218021,34.777729,803510.345562827,-1093481.76570006
5097,"Montgomery County",-93.622663,34.517013,586066.623416878,-1142001.69687164
5099,"Nevada County",-93.358085,33.722168,616498.61250068,-1227967.50068646
5101,"Newton County",-93.1705,35.98494,615566.076754953,-976446.713256881
5103,"Ouachita County",-92.838871,33.574461,665785.499453862,-1240373.01258112
5105,"Perry County",-92.779271,34.999054,659241.265394432,-1082517.66127513
5107,"Phillips County",-90.707796,34.529768,852688.666221194,-1115863.97569636
5109,"Pike County",-93.624765,34.187298,588342.942385749,-1178461.52751305
5111,"Poinsett County",-90.557998,35.60191,854339.907162013,-996010.978541859
5113,"Polk County",-94.258519,34.52045,527724.925478899,-1145794.68827226
5115,"Pope County",-93.097238,35.309776,627740.272955491,-1050583.94313837
5117,"Prairie County",-91.536241,34.859177,773700.36128694,-1087451.92061209
5119,"Pulaski County",-92.311659,34.773719,703845.941091551,-1103656.2707205
5121,"Randolph County",-90.98842,36.304758,807950.066093878,-922630.745404864
5123,"St. Francis County",-90.770297,35.015313,841682.537749513,-1062901.28860055
5125,"Saline County",-92.546163,34.593233,684035.541658091,-1125517.86689208
5127,"Scott County",-94.095905,34.907145,539944.703441409,-1102004.13272266
5129,"Searcy County",-92.659155,35.922829,662066.172096383,-979440.980783818
5131,"Sebastian County",-94.354435,35.318195,513585.910906886,-1058138.97624485
5133,"Sevier County",-94.304091,34.014236,526926.218240505,-1202046.40688254
5135,"Sharp County",-91.520168,36.178493,761776.417364417,-941545.324563856
5137,"Stone County",-92.137,35.856705,709622.182577441,-982503.742802043
5139,"Union County",-92.64508,33.20687,686874.162169879,-1279418.508608
5141,"Van Buren County",-92.421475,35.567839,686663.418891129,-1016792.96530487
5143,"Washington County",-94.172222,36.094275,524701.033431081,-971124.799463044
5145,"White County",-91.767388,35.243736,748893.045352382,-1047053.96874776
5147,"Woodruff County",-91.252079,35.233191,795679.013296697,-1043509.85324977
5149,"Yell County",-93.28946,35.120982,611814.277448789,-1072869.17550082
6001,"Alameda County",-122.100393,37.705201,-1920165.65313343,-553934.903687442
6003,"Alpine County",-119.847603,38.728298,-1704053.26898466,-492018.820605387
6005,"Amador County",-120.775729,38.394208,-1790385.38484073,-508774.448577169
6007,"Butte County",-121.707635,39.669037,-1833644.24012245,-349778.267603663
6009,"Calaveras County",-120.633718,38.163627,-1784385.70687278,-536926.561165809
6011,"Colusa County",-122.085557,39.156148,-1878950.59598999,-396888.739465956
6013,"Contra Costa County",-122.030131,37.935588,-1907965.37345478,-530562.42243942
6015,"Del Norte County",-124.163088,41.791232,-1968013.24258452,-63084.3592348336
6017,"El Dorado County",-120.74433,38.746543,-1778611.71166278,-471129.166946468
6019,"Fresno County",-119.767884,36.738918,-1745951.63351994,-710483.507738701
6021,"Glenn County",-122.177491,39.663418,-1872309.59187299,-339789.899808642
6023,"Humboldt County",-124.087189,40.752982,-1994490.57360602,-176855.903605217
6025,"Imperial County",-115.534487,32.841101,-1449654.58138805,-1217119.22422403
6027,"Inyo County",-118.267513,37.160247,-1606754.06471548,-694673.474474182
6029,"Kern County",-118.936004,35.372968,-1705228.64109268,-876632.088946369
6031,"Kings County",-119.729084,36.242749,-1754472.81260783,-765379.904591163
6033,"Lake County",-122.734609,38.973362,-1937685.10288879,-401654.569431393
6035,"Lassen County",-120.579176,40.392397,-1721853.86699721,-295634.302030364
6037,"Los Angeles County",-118.244222,34.065193,-1672312.71305279,-1033296.49057588
6039,"Madera County",-120.00675,37.043099,-1759129.42839051,-672311.150834815
6041,"Marin County",-122.547075,37.986705,-1949956.77418558,-512967.853480454
6043,"Mariposa County",-119.957219,37.542748,-1742640.09492035,-618915.952928405
6045,"Mendocino County",-123.397227,39.285329,-1983115.45544655,-352104.583078529
6047,"Merced County",-120.623989,37.281016,-1806043.4692601,-633177.768537294
6049,"Modoc County",-120.650911,41.522584,-1697512.80340003,-171258.343976382
6051,"Mono County",-118.970594,37.763322,-1653221.3697751,-615030.135045424
6053,"Monterey County",-121.646162,36.611722,-1910795.05405261,-683112.883947718
6055,"Napa County",-122.321646,38.329075,-1921556.15603716,-481133.197542484
6057,"Nevada County",-120.916546,39.219524,-1780546.13512427,-415979.837550797
6059,"Orange County",-117.86288,33.733953,-1644894.41280682,-1076963.68632062
6061,"Placer County",-121.182466,38.844511,-1812565.81058775,-450946.566634569
6063,"Plumas County",-120.825847,39.983857,-1752831.21144925,-334833.371564898
6065,"Riverside County",-117.066205,33.800439,-1571461.89240916,-1084827.40508793
6067,"Sacramento County",-121.380861,38.56895,-1836453.37049798,-476501.28935011
6069,"San Benito County",-121.403859,36.843404,-1883957.92996445,-663465.123961341
6071,"San Bernardino County",-117.357474,34.190248,-1589932.55441712,-1036745.01885647
6073,"San Diego County",-117.112994,32.88326,-1593813.17594821,-1184271.71262787
6075,"San Francisco County",-122.438323,37.759598,-1947140.02361442,-540146.306990171
6077,"San Joaquin County",-121.298108,37.931804,-1846424.44169299,-547569.27659624
6079,"San Luis Obispo County",-120.667689,35.342391,-1858209.20987113,-843186.077806553
6081,"San Mateo County",-122.340991,37.56395,-1944337.00181517,-563646.023510741
6083,"Santa Barbara County",-120.092602,34.639262,-1824473.40578527,-932345.056716408
6085,"Santa Clara County",-121.910421,37.315105,-1914654.17959297,-600660.10662957
6087,"Santa Cruz County",-121.936728,36.985171,-1925744.96056146,-635864.855245039
6089,"Shasta County",-122.299961,40.580269,-1856215.7692494,-237646.487804706
6091,"Sierra County",-120.414236,39.612588,-1728726.60895616,-383931.808872452
6093,"Siskiyou County",-122.489833,41.576203,-1842534.52050693,-125506.128958286
6095,"Solano County",-122.069324,38.235582,-1903045.12673372,-497112.101658244
6097,"Sonoma County",-122.720522,38.41408,-1952426.35211832,-462564.351762435
6099,"Stanislaus County",-120.955577,37.619147,-1825613.95499769,-589143.671094622
6101,"Sutter County",-121.644269,39.13549,-1843052.69136588,-409103.276485807
6103,"Tehama County",-122.218704,40.115187,-1862902.15429072,-289884.621222163
6105,"Trinity County",-123.072357,40.681268,-1915430.75939207,-208897.965246803
6107,"Tulare County",-119.231547,36.251227,-1711005.12654952,-774769.767854946
6109,"Tuolumne County",-120.32853,37.971531,-1763500.7628597,-564369.859398125
6111,"Ventura County",-119.025018,34.241989,-1738495.84231591,-998225.905624369
6113,"Yolo County",-121.721112,38.598913,-1864037.98281489,-465623.292468625
6115,"Yuba County",-121.506626,39.13883,-1831572.35931826,-411810.870764648
8001,"Adams County",-104.927473,39.874297,-420608.596350598,-557251.491395467
8003,"Alamosa County",-105.877245,37.483069,-519180.890325184,-817018.681565802
8005,"Arapahoe County",-104.845968,39.647528,-415063.968408995,-582822.370938557
8007,"Archuleta County",-107.085027,37.240087,-627705.721312079,-835657.608583048
8009,"Baca County",-102.527089,37.368221,-223778.967607612,-844613.765289192
8011,"Bent County",-103.1631,38.072386,-277310.632642321,-764595.851885362
8013,"Boulder County",-105.183981,40.063299,-441215.177434694,-534947.052003196
8014,"Broomfield County and City",-105.055491,39.936888,-431114.857288243,-549648.826144537
8015,"Chaffee County",-106.082645,38.676497,-528248.546405424,-683486.737790977
8017,"Cheyenne County",-102.45777,38.816795,-213208.242272605,-684060.42916575
8019,"Clear Creek County",-105.52965,39.712957,-473060.173814754,-571902.436598299
8021,"Conejos County",-105.989049,37.195652,-531156.1193255,-848155.594395541
8023,"Costilla County",-105.448477,37.281779,-482724.462075666,-841884.034787921
8025,"Crowley County",-103.857439,38.188547,-337576.640611354,-749153.581693709
8027,"Custer County",-105.381557,38.134216,-471125.530033454,-747796.477647151
8029,"Delta County",-107.910553,38.798565,-685257.229289681,-656636.293838305
8031,"Denver County",-104.955068,39.72143,-423928.010866047,-574071.24382469
8033,"Dolores County",-108.75741,37.740817,-769860.15068686,-766283.599028117
8035,"Douglas County",-104.879712,39.48527,-418957.877962041,-600654.172684765
8037,"Eagle County",-106.717771,39.599453,-575423.927427777,-576973.778225392
8039,"Elbert County",-104.51913,39.382868,-388626.68091395,-613769.314991413
8041,"El Paso County",-104.758477,38.873669,-412246.806001666,-669104.524669285
8043,"Fremont County",-105.206532,38.426058,-453930.340753799,-716413.123845931
8045,"Garfield County",-107.539356,39.507561,-646452.63565483,-581101.71122293
8047,"Gilpin County",-105.48021,39.85702,-467830.215011751,-556204.198360634
8049,"Grand County",-105.9754,40.050388,-508537.273087739,-531838.176668362
8051,"Gunnison County",-106.944723,38.657886,-603076.820633989,-679692.048360237
8053,"Hinsdale County",-107.29653,37.996875,-639559.757378563,-750274.833390108
8055,"Huerfano County",-104.884201,37.616312,-430789.350903064,-807888.140304563
8057,"Jackson County",-106.291292,40.692851,-530154.588388524,-458605.556937876
8059,"Jefferson County",-105.128819,39.720524,-438776.006224073,-573267.65301133
8061,"Kiowa County",-102.680579,38.470657,-233693.968974166,-721880.723764526
8063,"Kit Carson County",-102.435733,39.309763,-209779.867541866,-629390.068900336
8065,"Lake County",-106.308061,39.24587,-543248.674179459,-618925.706973982
8067,"La Plata County",-107.806184,37.265198,-691138.834837729,-827201.830003822
8069,"Larimer County",-105.099218,40.504546,-431118.589881342,-486435.340593084
8071,"Las Animas County",-104.503149,37.196601,-399551.733149504,-856298.149176821
8073,"Lincoln County",-103.613697,39.173232,-311791.943304737,-640849.639598878
8075,"Logan County",-103.187715,40.639399,-269082.735827302,-479565.944498678
8077,"Mesa County",-108.543768,39.092851,-736710.010229218,-618646.367925745
8079,"Mineral County",-106.935586,37.798623,-609721.45489113,-774925.387936817
8081,"Moffat County",-107.625859,40.515239,-644002.692785373,-468800.254692277
8083,"Montezuma County",-108.557116,37.370817,-756239.30422983,-809028.045764202
8085,"Montrose County",-107.934568,38.479142,-690511.109108513,-691797.215436122
8087,"Morgan County",-103.781517,40.256023,-321036.016629712,-520016.556910911
8089,"Otero County",-103.657432,38.024096,-320836.910355802,-768183.165180951
8091,"Ouray County",-107.746232,38.139834,-677463.330819676,-730900.50481195
8093,"Park County",-105.623144,39.311718,-483912.867866458,-615861.06625552
8095,"Phillips County",-102.387354,40.599517,-201672.655372529,-486276.598908081
8097,"Pitkin County",-106.907765,39.232543,-594870.585386143,-616293.232247844
8099,"Prowers County",-102.547035,38.083772,-223286.955749932,-765178.373572676
8101,"Pueblo County",-104.645147,38.263685,-405995.426534514,-737311.373648465
8103,"Rio Blanco County",-108.280174,40.051033,-703980.025200833,-514875.771057342
8105,"Rio Grande County",-106.238805,37.616658,-550019.909841811,-799910.514022054
8107,"Routt County",-106.899535,40.453133,-583403.798445615,-481081.187133454
8109,"Saguache County",-106.019489,37.915302,-528499.019967723,-768239.943610569
8111,"San Juan County",-107.673989,37.804646,-674364.187123734,-768585.426579526
8113,"San Miguel County",-107.960034,37.974202,-697733.321918922,-747470.695854469
8115,"Sedgwick County",-102.32767,40.960246,-195544.749851778,-446347.385299625
8117,"Summit County",-106.054579,39.573131,-518951.723106718,-584268.003124094
8119,"Teller County",-105.140532,38.94355,-444842.836364598,-659386.177211171
8121,"Washington County",-103.156814,40.092526,-268699.097154051,-540395.863035023
8123,"Weld County",-104.788507,40.328082,-405975.729145039,-507591.422195452
8125,"Yuma County",-102.486935,40.069473,-211778.544272098,-544899.682190648
9001,"Fairfield County",-73.364521,41.207889,2181001.11555429,-62607.3022470707
9003,"Hartford County",-72.717282,41.761943,2211925.27590188,14171.198483435
9005,"Litchfield County",-73.187494,41.727851,2176742.65982752,-2209.60588935574
9007,"Middlesex County",-72.571408,41.478564,2233299.8907044,-12091.691930277
9009,"New Haven County",-72.941497,41.396052,2207464.64580925,-31041.0897402423
9011,"New London County",-72.097683,41.443373,2271267.41442829,-2683.20312831342
9013,"Tolland County",-72.37209,41.842762,2235658.04108469,32280.7716594256
9015,"Windham County",-71.995072,41.804225,2266067.84014514,38659.625862208
10001,"Kent County",-75.558604,39.12322,2073446.56244993,-343835.128447638
10003,"New Castle County",-75.634376,39.68502,2049956.55831827,-285147.920705232
10005,"Sussex County",-75.346649,38.662387,2105011.08290073,-388147.725277672
11001,"Washington",-77.014468,38.91027,1960209.07675958,-402546.622770656
12001,"Alachua County",-82.386845,29.665903,1702748.88085189,-1526056.36818311
12003,"Baker County",-82.185477,30.288432,1709797.75485055,-1454154.37730812
12005,"Bay County",-85.660217,30.206925,1381803.74304003,-1525433.85904403
12007,"Bradford County",-82.128192,29.953429,1721739.24294539,-1489556.72284667
12009,"Brevard County",-80.690979,28.232195,1893112.15198456,-1646981.24974246
12011,"Broward County",-80.227135,26.134058,1980577.03833346,-1864625.23264211
12013,"Calhoun County",-85.122189,30.463143,1428852.53184409,-1488607.19554688
12015,"Charlotte County",-82.119946,26.954793,1779341.98184731,-1816100.75309573
12017,"Citrus County",-82.453512,28.863598,1711555.55645692,-1614870.19695154
12019,"Clay County",-81.79941,30.084386,1750245.05508542,-1468646.94179269
12021,"Collier County",-81.699625,26.199831,1834568.41823688,-1889535.5313082
12023,"Columbia County",-82.660566,30.126051,1668044.06857484,-1481197.89643312
12027,"DeSoto County",-81.864094,27.189369,1799969.03104279,-1785330.88032987
12029,"Dixie County",-83.056329,29.634179,1639643.16498514,-1542481.5207799
12031,"Duval County",-81.622853,30.300302,1762570.67025424,-1441500.4167891
12033,"Escambia County",-87.274788,30.485314,1223799.82945388,-1519308.69914857
12035,"Flagler County",-81.224735,29.523494,1815893.04999966,-1517879.89710913
12037,"Franklin County",-84.822838,29.786787,1468456.91648947,-1557593.17160682
12039,"Gadsden County",-84.581397,30.59828,1477831.3259248,-1464686.22068067
12041,"Gilchrist County",-82.808262,29.704639,1661952.02356503,-1530046.27357435
12043,"Glades County",-81.185404,26.896029,1871779.29839049,-1802963.53345938
12045,"Gulf County",-85.259478,29.988579,1423481.6091684,-1542824.88572108
12047,"Hamilton County",-82.997218,30.501534,1629179.14697034,-1446649.8312685
12049,"Hardee County",-81.815432,27.548312,1797935.11912168,-1745263.57213626
12051,"Hendry County",-81.202571,26.705392,1873784.95749136,-1824054.01519396
12053,"Hernando County",-82.496961,28.50485,1714070.99976475,-1654838.62441055
12055,"Highlands County",-81.442555,27.460415,1835829.26003176,-1747051.66058978
12057,"Hillsborough County",-82.401275,27.976529,1733100.85870003,-1710515.09678503
12059,"Holmes County",-85.758558,30.847684,1362391.70023238,-1456808.6794817
12061,"Indian River County",-80.440581,27.671827,1928667.99270492,-1702395.16364179
12063,"Jackson County",-85.216119,30.80024,1414446.33479244,-1453248.70352534
12065,"Jefferson County",-83.886291,30.504031,1545196.23652044,-1462783.69154776
12067,"Lafayette County",-83.179508,30.065418,1620022.2314667,-1497722.25510619
12069,"Lake County",-81.752026,28.735689,1781261.38460441,-1614665.96388193
12071,"Lee County",-81.858144,26.574992,1812017.47262891,-1852043.76401398
12073,"Leon County",-84.270371,30.466103,1509528.562873,-1473748.14026229
12075,"Levy County",-82.666319,29.379995,1681533.40486878,-1562723.11903783
12077,"Liberty County",-84.905169,30.399795,1450486.63313289,-1491913.91581465
12079,"Madison County",-83.430563,30.47263,1588818.92179003,-1457914.98390061
12081,"Manatee County",-82.532775,27.477054,1729485.38338033,-1767539.15735707
12083,"Marion County",-82.123367,29.140116,1737915.40452548,-1578144.58696819
12085,"Martin County",-80.244395,27.1443,1958442.48055492,-1755330.59400547
12086,"Miami-Dade County",-80.298888,25.774565,1980694.89778417,-1905256.72834541
12087,"Monroe County",-81.263945,24.739678,1904828.57341329,-2038855.40767394
12089,"Nassau County",-81.647153,30.607962,1754079.35573522,-1408451.46028056
12091,"Okaloosa County",-86.567105,30.542829,1290353.95254957,-1502680.83798132
12093,"Okeechobee County",-80.822153,27.272057,1899769.6752571,-1754236.40679321
12095,"Orange County",-81.384377,28.532855,1820498.17005949,-1629113.46636013
12097,"Osceola County",-81.383484,28.266765,1825828.80377358,-1658061.09220506
12099,"Palm Beach County",-80.146119,26.617075,1978751.77572262,-1810363.64176901
12101,"Pasco County",-82.51608,28.261606,1716731.0298425,-1681729.11838928
12103,"Pinellas County",-82.727651,27.899794,1702869.78014611,-1725321.19995097
12105,"Polk County",-81.799975,28.03114,1790237.42752663,-1692383.35254328
12107,"Putnam County",-81.720431,29.609299,1767140.79919714,-1518826.19439298
12109,"St. Johns County",-81.421504,29.977088,1788078.39866043,-1472576.11264677
12111,"St. Lucie County",-80.353183,27.338067,1943936.0803651,-1736717.99346466
12113,"Santa Rosa County",-87.036954,30.549593,1245547.36195754,-1508851.71214642
12115,"Sarasota County",-82.423893,27.208205,1744994.02080929,-1794648.69709654
12117,"Seminole County",-81.310445,28.697834,1824314.48091756,-1609596.8322101
12119,"Sumter County",-82.035469,28.825768,1752354.69901967,-1610633.73807898
12121,"Suwannee County",-82.987546,30.214688,1635444.20519602,-1477793.24069484
12123,"Taylor County",-83.597967,30.064881,1580330.40830396,-1505550.46656007
12125,"Union County",-82.356919,30.010768,1698979.96064764,-1487843.12209159
12127,"Volusia County",-81.123944,29.073725,1834589.97343511,-1564728.21880858
12129,"Wakulla County",-84.331546,30.185525,1508557.0609128,-1505506.59719
12131,"Walton County",-86.190665,30.583729,1325519.69702969,-1492482.55515931
12133,"Washington County",-85.625419,30.650718,1378111.7243223,-1476268.33686627
13001,"Appling County",-82.338473,31.77388,1666248.17691356,-1295017.42965538
13003,"Atkinson County",-82.886363,31.317301,1624167.57929314,-1355431.68830382
13005,"Bacon County",-82.466071,31.547221,1658876.73542896,-1322254.04142845
13007,"Baker County",-84.437989,31.307754,1479155.16787357,-1384570.88732829
13009,"Baldwin County",-83.245659,33.084849,1557070.1434389,-1168869.04477735
13011,"Banks County",-83.506647,34.351255,1508933.85115698,-1034969.16956178
13013,"Barrow County",-83.7275,33.993054,1495857.1007492,-1078121.37488772
13015,"Bartow County",-84.829122,34.208435,1392149.63716405,-1073308.67208851
13017,"Ben Hill County",-83.248636,31.727638,1582633.07626,-1317369.58026349
13019,"Berrien County",-83.252459,31.238588,1591439.89286607,-1370904.05650116
13021,"Bibb County",-83.687184,32.832049,1521392.91338635,-1204526.83827127
